index name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89
SSelect_theta(100)_namuda(1.0),53,51,55,57,49,59,61,47,45,63,43,65,41,67,39,69,89,37,71,87,73,85,35,75,77,83,81,79,38,33,36,40,31,29,34,25,60,42,27,62,58,23,21,56,64,32,19,17,44,15,88,86,54,1,5,13,7,9,3,30,84,11,66,46,28,52,82,68,26,24,48,50,20,80,18,22,70,16,14,78,72,74,76,12,10,8,6,0,2,4
SSelect_theta(1000)_namuda(0.0),40,32,56,66,68,38,36,42,58,64,34,70,62,44,74,72,80,76,88,67,30,60,78,84,54,63,86,61,26,28,69,48,50,89,65,46,45,82,22,81,20,52,35,16,83,43,55,39,41,4,59,18,51,85,71,53,37,47,75,24,57,73,2,87,0,6,14,79,77,33,12,10,49,19,8,21,25,31,13,23,17,15,9,27,1,29,5,11,7,3
SSelect_theta(1000)_namuda(0.1),66,38,64,32,40,68,62,74,34,56,67,58,36,42,44,70,72,30,60,80,63,61,76,55,86,84,88,54,45,69,48,78,46,89,52,39,28,59,35,71,26,50,65,18,53,47,82,75,41,49,20,22,85,81,57,37,87,43,83,51,77,73,4,24,14,16,2,6,79,33,19,0,10,12,21,25,31,23,8,17,15,27,13,9,29,5,1,3,7,11
SSelect_theta(1000)_namuda(0.2),38,40,64,58,66,67,32,36,68,42,62,60,65,34,44,56,70,55,61,63,72,84,57,30,74,45,80,46,76,69,39,47,88,54,59,53,78,82,49,86,41,43,51,24,26,89,48,81,52,50,37,83,71,28,35,87,20,75,85,18,22,73,77,16,79,19,4,14,33,17,21,31,0,29,6,12,10,2,23,13,27,25,8,15,7,9,11,1,3,5
SSelect_theta(1000)_namuda(0.30000000000000004),38,67,36,40,63,32,65,59,58,66,56,60,55,42,61,62,45,64,34,49,44,51,68,70,43,53,41,39,30,71,69,81,57,47,80,74,84,54,72,89,85,37,76,88,35,82,46,52,83,86,28,26,87,75,73,78,50,77,22,48,18,24,33,20,79,16,19,14,25,4,21,31,0,23,12,10,6,13,17,29,2,27,9,8,15,11,1,5,7,3
SSelect_theta(1000)_namuda(0.4),67,61,63,38,40,45,36,55,57,53,59,41,65,43,34,32,66,62,58,51,39,56,64,69,47,60,49,68,42,44,37,89,30,87,83,71,81,72,70,35,85,75,73,80,86,54,76,74,84,82,77,88,52,28,22,78,46,26,79,48,33,16,18,20,50,24,19,31,14,21,29,23,27,10,17,4,12,8,25,2,15,0,6,9,13,11,7,1,5,3
SSelect_theta(1000)_namuda(0.5),61,63,55,67,57,49,53,59,38,65,45,51,47,43,40,36,69,89,39,41,32,58,62,42,64,71,60,34,37,87,66,85,35,81,83,44,56,73,75,77,68,54,30,84,33,79,86,72,70,88,80,76,28,46,74,26,48,78,50,52,22,82,19,18,20,25,21,31,16,23,24,14,29,17,27,15,12,11,5,9,1,6,4,0,10,3,13,7,2,8
SSelect_theta(1000)_namuda(0.6000000000000001),63,55,53,61,59,51,49,57,45,65,67,47,41,43,40,38,69,39,36,89,71,37,35,34,42,83,62,87,85,81,75,32,60,58,73,56,44,64,77,66,79,30,33,68,86,54,84,88,70,46,80,28,52,74,72,26,31,82,19,50,78,76,29,21,20,22,48,23,27,18,16,25,17,24,15,14,9,13,7,5,1,3,12,11,4,10,6,2,8,0
SSelect_theta(1000)_namuda(0.7000000000000001),55,51,61,53,57,63,59,45,49,47,67,43,65,41,69,89,39,38,37,71,40,36,87,85,35,73,75,81,83,34,42,58,77,60,62,79,32,64,56,33,44,66,30,86,54,88,31,68,84,29,25,21,52,80,70,28,19,46,82,18,23,27,72,74,76,50,26,78,17,22,20,24,48,15,13,16,9,7,1,5,11,3,14,12,4,10,6,8,2,0
SSelect_theta(1000)_namuda(0.8),55,51,53,61,49,59,57,63,45,47,65,43,67,41,39,69,89,37,71,38,87,35,85,40,73,36,77,75,81,83,79,60,33,34,42,58,62,32,56,64,31,44,66,54,25,30,29,86,21,88,23,27,19,84,68,82,17,46,52,28,70,13,80,15,50,72,26,9,78,1,20,5,48,22,74,3,18,76,24,7,11,16,14,12,10,4,2,6,0,8
SSelect_theta(1000)_namuda(0.9),53,51,55,49,57,59,61,47,45,63,43,65,41,67,39,69,89,71,37,87,85,73,35,75,38,77,81,83,36,79,40,33,34,60,42,62,58,31,25,29,32,64,56,27,23,21,44,19,66,54,30,86,88,17,84,15,13,46,9,28,1,5,68,3,82,7,52,11,26,80,24,70,48,50,22,20,18,72,74,78,16,76,14,12,10,2,8,6,4,0
SSelect_theta(1000)_namuda(1.0),53,51,55,57,49,59,61,47,45,63,43,65,41,67,39,69,89,37,71,87,73,85,35,75,77,83,81,79,38,33,36,40,31,29,34,25,60,42,27,62,58,23,21,56,64,32,19,17,44,15,88,86,54,1,5,13,7,9,3,30,84,11,66,46,28,52,82,68,26,24,48,50,20,80,18,22,70,16,14,78,72,74,76,12,10,8,6,0,2,4
