index name,20,40,60,80,100,120,140,160,180,200,220,240,260,280,300,320,340,360,380,400
baseline,0.979473842907,0.979473842907,0.979473842907,0.979473842907,0.979473842907,0.979473842907,0.979473842907,0.979473842907,0.979473842907,0.979473842907,0.979473842907,0.979473842907,0.979473842907,0.979473842907,0.979473842907,0.979473842907,0.979473842907,0.979473842907,0.979473842907,0.979473842907
fisher_score,0.9314833333333328,0.9731166666666669,0.9808333333333344,0.9816666666666672,0.984683333333333,0.9899833333333335,0.9874833333333326,0.9849999999999997,0.985866666666666,0.9851666666666662,0.9877499999999996,0.9866666666666662,0.9866499999999996,0.9876833333333326,0.9878666666666658,0.9855499999999996,0.9830166666666672,0.9808333333333344,0.9849833333333328,0.9849999999999997
laplacian_score_t(0.01),0.7284666666666658,0.915616666666666,0.9359000000000008,0.9487666666666666,0.9431833333333342,0.9664500000000004,0.954616666666666,0.9549166666666656,0.9573666666666668,0.9608333333333332,0.965383333333334,0.9640833333333326,0.961666666666666,0.9642499999999994,0.9666666666666668,0.9675000000000008,0.9658333333333338,0.9708333333333332,0.9708333333333332,0.9750000000000008
laplacian_score_t(0.1),0.6615833333333332,0.8298833333333329,0.8957333333333342,0.9176999999999998,0.9296333333333334,0.9377166666666664,0.9458499999999996,0.9451333333333336,0.9500000000000006,0.9460333333333328,0.9591666666666676,0.961666666666666,0.9608333333333332,0.961666666666666,0.9625166666666658,0.9675000000000008,0.9699999999999992,0.9683333333333336,0.9699999999999992,0.971666666666666
laplacian_score_t(1),0.8481166666666669,0.9208333333333336,0.9481166666666664,0.948083333333333,0.959200000000001,0.9600333333333338,0.9616833333333328,0.9675000000000008,0.967366666666667,0.9624999999999992,0.9691499999999996,0.9671000000000006,0.9675000000000008,0.9708333333333332,0.9692666666666664,0.9691666666666664,0.9691666666666664,0.9699999999999992,0.9708333333333332,0.9708333333333332
lsdf,0.9350000000000004,0.9769499999999998,0.9774999999999991,0.9766666666666668,0.9816666666666672,0.9833333333333338,0.9841666666666667,0.9791666666666662,0.9808333333333344,0.9833333333333338,0.9824666666666676,0.9791666666666662,0.9791666666666662,0.9783499999999988,0.9783333333333324,0.9791666666666662,0.9783333333333324,0.975833333333334,0.9724999999999988,0.9766666666666668
LSFS_gama(0.01),0.9564333333333326,0.9808333333333344,0.9857499999999992,0.9833333333333338,0.98415,0.987216666666666,0.9867166666666664,0.9850166666666662,0.9840333333333336,0.9849999999999997,0.9808500000000008,0.9791666666666662,0.9825000000000012,0.9833333333333338,0.9841666666666667,0.9833333333333338,0.9841666666666667,0.9825000000000012,0.9808333333333344,0.9783333333333324
LSFS_gama(1),0.9405166666666658,0.9724999999999988,0.9747666666666672,0.9741666666666672,0.971666666666666,0.9724999999999988,0.975683333333334,0.9766666666666668,0.9774999999999991,0.9750000000000008,0.9766666666666668,0.9774999999999991,0.9783333333333324,0.9791666666666662,0.9825000000000012,0.9808333333333344,0.9808333333333344,0.9808333333333344,0.9808333333333344,0.9816666666666672
LSFS_gama(1000),0.8291666666666663,0.9200333333333344,0.929316666666667,0.9432833333333344,0.9483499999999994,0.951633333333334,0.9558166666666662,0.9583833333333338,0.9641666666666658,0.9666666666666668,0.9666666666666668,0.9691666666666664,0.9699999999999992,0.9708333333333332,0.9733333333333342,0.9708333333333332,0.9733333333333342,0.9724999999999988,0.9750000000000008,0.9741666666666672
PRPC,0.9314833333333322,0.96455,0.9624999999999992,0.9687666666666668,0.9706333333333332,0.9736833333333341,0.9749666666666674,0.9740666666666672,0.9722666666666658,0.9724833333333324,0.971666666666666,0.9674166666666671,0.9691499999999996,0.9675166666666674,0.9699999999999992,0.9741666666666672,0.975833333333334,0.975833333333334,0.975833333333334,0.9758166666666672
SSelect_theta(0.1)_namuda(1),0.685766666666667,0.8219833333333331,0.8738833333333339,0.9217,0.9416833333333344,0.9481166666666664,0.9566666666666656,0.967783333333334,0.9762166666666671,0.9708333333333332,0.975833333333334,0.979916666666666,0.9799999999999992,0.9816666666666672,0.9808333333333344,0.9783166666666656,0.9791666666666662,0.9783333333333324,0.9799999999999992,0.9791666666666662
SSelect_theta(0.1)_namuda(0.5),0.2746666666666667,0.4732833333333335,0.6246166666666667,0.7735666666666665,0.8367333333333329,0.8813666666666673,0.9044500000000004,0.9183500000000008,0.9424666666666672,0.9375666666666668,0.9448833333333336,0.9491000000000008,0.9550333333333324,0.9540166666666664,0.9516666666666674,0.9500000000000006,0.9541666666666662,0.9575000000000008,0.9608333333333332,0.9575000000000008
SSelect_theta(0.1)_namuda(0.1),0.2712833333333334,0.4915333333333332,0.6439333333333334,0.7754166666666663,0.8439166666666665,0.889116666666667,0.9077999999999998,0.9184166666666674,0.939866666666666,0.93765,0.9449166666666668,0.9486999999999997,0.951683333333334,0.9549999999999988,0.9516666666666674,0.9516666666666674,0.9541666666666662,0.9575000000000008,0.9600000000000009,0.9575000000000008
