index name,1,2,3,4,5,6,7,8,9
baseline,0.434639170708,0.434639170708,0.434639170708,0.434639170708,0.434639170708,0.434639170708,0.434639170708,0.434639170708,0.434639170708
fisher_score,0.26338709677419353,0.4080645161290324,0.4970967741935485,0.5616129032258069,0.5420967741935483,0.5824193548387099,0.3909677419354839,0.4395161290322582,0.4329032258064516
laplacian_score_t(0.001),0.4335483870967745,0.43000000000000016,0.33838709677419354,0.3616129032258065,0.3720967741935484,0.3720967741935484,0.43564516129032255,0.4401612903225807,0.4475806451612905
laplacian_score_t(0.01),0.3535483870967741,0.365,0.497741935483871,0.40548387096774186,0.3956451612903227,0.43096774193548404,0.4541935483870969,0.4253225806451614,0.4166129032258067
laplacian_score_t(0.1),0.4330645161290326,0.3840322580645161,0.4885483870967742,0.5254838709677415,0.5416129032258065,0.4280645161290325,0.44322580645161297,0.4558064516129033,0.4435483870967744
laplacian_score_t(1),0.3790322580645161,0.372741935483871,0.463709677419355,0.5245161290322577,0.5441935483870965,0.4414516129032258,0.4404838709677418,0.4588709677419355,0.4656451612903227
laplacian_score_t(10),0.3533870967741935,0.3659677419354839,0.5104838709677417,0.6272580645161291,0.6000000000000002,0.4540322580645162,0.458225806451613,0.4601612903225807,0.4579032258064518
laplacian_score_t(100),0.3648387096774193,0.3787096774193549,0.5087096774193547,0.6330645161290321,0.6164516129032258,0.6037096774193549,0.4693548387096774,0.44274193548387103,0.4279032258064516
laplacian_score_t(1000),0.3769354838709675,0.3716129032258065,0.5120967741935482,0.6348387096774191,0.6087096774193549,0.6064516129032261,0.4291935483870968,0.4346774193548387,0.4369354838709677
lsdf,0.4235483870967745,0.4277419354838709,0.4961290322580647,0.5409677419354836,0.5898387096774196,0.6019354838709681,0.4179032258064516,0.437741935483871,0.4885483870967742
LSFS_gama(0.001),0.25887096774193546,0.4320967741935487,0.4716129032258066,0.40064516129032257,0.34967741935483865,0.4283870967741936,0.44596774193548405,0.4346774193548387,0.4409677419354838
LSFS_gama(0.01),0.4385483870967745,0.4035483870967741,0.4220967741935484,0.3298387096774193,0.39451612903225824,0.4080645161290323,0.4267741935483872,0.4601612903225807,0.4248387096774192
LSFS_gama(0.1),0.422903225806452,0.4096774193548387,0.41548387096774186,0.430967741935484,0.5141935483870967,0.4074193548387097,0.426451612903226,0.432741935483871,0.4346774193548388
LSFS_gama(1),0.43741935483871003,0.489516129032258,0.5445161290322577,0.5404838709677415,0.5869354838709683,0.6056451612903228,0.43548387096774216,0.4493548387096775,0.4335483870967743
LSFS_gama(10),0.3609677419354839,0.3953225806451611,0.5282258064516131,0.5525806451612901,0.5349999999999999,0.6080645161290325,0.4640322580645162,0.4590322580645161,0.4646774193548386
LSFS_gama(100),0.37419354838709695,0.4204838709677419,0.535,0.6246774193548388,0.6148387096774194,0.608709677419355,0.4724193548387098,0.42451612903225816,0.4425806451612903
LSFS_gama(1000),0.3691935483870967,0.3879032258064515,0.5345161290322582,0.6304838709677419,0.6212903225806453,0.6075806451612904,0.4388709677419355,0.4370967741935484,0.4354838709677418
PRPC,0.4380645161290326,0.3064516129032259,0.4235483870967742,0.4119354838709677,0.4008064516129031,0.4183870967741937,0.43193548387096775,0.4053225806451612,0.4462903225806453
