index name,1,2,3,4,5,6,7,8,9
SSelect_theta(0.001)_namuda(0.0),0.34258064516129055,0.26806451612903226,0.27451612903225814,0.29612903225806453,0.2975806451612904,0.33322580645161287,0.38499999999999995,0.4135483870967742,0.4656451612903225
SSelect_theta(0.001)_namuda(0.1),0.3469354838709679,0.24580645161290315,0.33387096774193553,0.29403225806451616,0.3201612903225807,0.3788709677419355,0.3830645161290322,0.4537096774193548,0.44451612903225807
SSelect_theta(0.001)_namuda(0.2),0.3441935483870969,0.277258064516129,0.30822580645161296,0.30016129032258065,0.3229032258064517,0.38903225806451613,0.371774193548387,0.44758064516129037,0.4395161290322582
SSelect_theta(0.001)_namuda(0.30000000000000004),0.3361290322580646,0.28564516129032264,0.30209677419354847,0.29032258064516137,0.3029032258064517,0.33854838709677426,0.3748387096774193,0.4296774193548387,0.46870967741935493
SSelect_theta(0.001)_namuda(0.4),0.3483870967741937,0.2356451612903226,0.3233870967741935,0.2983870967741935,0.3229032258064517,0.32645161290322583,0.3708064516129033,0.4414516129032258,0.47451612903225815
SSelect_theta(0.001)_namuda(0.5),0.33048387096774207,0.26919354838709675,0.3201612903225806,0.320967741935484,0.3179032258064517,0.35661290322580647,0.3598387096774192,0.4280645161290321,0.4770967741935484
SSelect_theta(0.001)_namuda(0.6000000000000001),0.3458064516129034,0.27629032258064506,0.29870967741935484,0.32048387096774206,0.29290322580645173,0.3583870967741936,0.3949999999999999,0.420967741935484,0.43419354838709695
SSelect_theta(0.001)_namuda(0.7000000000000001),0.34096774193548396,0.2716129032258064,0.32419354838709696,0.2922580645161291,0.35258064516129034,0.37709677419354826,0.3808064516129031,0.44467741935483884,0.46451612903225803
SSelect_theta(0.001)_namuda(0.8),0.33322580645161304,0.25709677419354837,0.3164516129032259,0.2914516129032258,0.36354838709677423,0.38370967741935486,0.367258064516129,0.4146774193548388,0.4383870967741935
SSelect_theta(0.001)_namuda(0.9),0.3377419354838711,0.2595161290322581,0.26064516129032256,0.2983870967741935,0.29693548387096774,0.313225806451613,0.39193548387096766,0.4053225806451613,0.44322580645161297
SSelect_theta(0.001)_namuda(1.0),0.3417741935483873,0.4190322580645162,0.42112903225806436,0.47693548387096774,0.3446774193548387,0.4130645161290324,0.44806451612903236,0.4419354838709676,0.43919354838709684
SSelect_theta(0.01)_namuda(0.0),0.3533870967741937,0.2698387096774193,0.26112903225806455,0.3137096774193549,0.3222580645161291,0.36145161290322575,0.3640322580645161,0.4353225806451613,0.4474193548387097
SSelect_theta(0.01)_namuda(0.1),0.3448387096774195,0.2375806451612904,0.2954838709677421,0.2966129032258065,0.29338709677419356,0.33467741935483875,0.37112903225806443,0.41838709677419367,0.4425806451612903
SSelect_theta(0.01)_namuda(0.2),0.34080645161290335,0.262258064516129,0.33274193548387104,0.30080645161290326,0.3401612903225807,0.39145161290322583,0.3608064516129032,0.4064516129032258,0.44854838709677425
SSelect_theta(0.01)_namuda(0.30000000000000004),0.34532258064516147,0.2853225806451613,0.3190322580645162,0.3053225806451614,0.3358064516129033,0.31419354838709684,0.3701612903225805,0.42758064516129024,0.46612903225806457
SSelect_theta(0.01)_namuda(0.4),0.3500000000000003,0.25887096774193546,0.3266129032258066,0.3185483870967743,0.3543548387096774,0.3320967741935485,0.38064516129032255,0.4383870967741935,0.39274193548387104
SSelect_theta(0.01)_namuda(0.5),0.3472580645161292,0.25000000000000006,0.2935483870967742,0.25887096774193546,0.3416129032258064,0.3911290322580645,0.3574193548387095,0.45016129032258057,0.4417741935483872
SSelect_theta(0.01)_namuda(0.6000000000000001),0.3220967741935485,0.2727419354838709,0.3169354838709678,0.3369354838709678,0.328709677419355,0.3625806451612905,0.3941935483870966,0.429516129032258,0.4593548387096776
SSelect_theta(0.01)_namuda(0.7000000000000001),0.33677419354838717,0.29209677419354835,0.3009677419354839,0.2709677419354839,0.31048387096774194,0.38564516129032256,0.3864516129032258,0.4108064516129032,0.42145161290322586
