index name,20,40,60,80,100,120,140,160,180,200
baseline,0.563492063492,0.563492063492,0.563492063492,0.563492063492,0.563492063492,0.563492063492,0.563492063492,0.563492063492,0.563492063492,0.563492063492
fisher_score,0.666666666666667,0.666666666666667,0.666666666666667,0.5608333333333334,0.7072222222222222,0.7652777777777776,0.8258333333333333,0.7483333333333334,0.6580555555555554,0.6827777777777778
laplacian_score_t(0.001),0.5438888888888889,0.5336111111111111,0.5202777777777778,0.5577777777777777,0.5180555555555557,0.5002777777777777,0.5249999999999999,0.5247222222222222,0.5369444444444443,0.5447222222222223
laplacian_score_t(0.01),0.5266666666666668,0.5086111111111111,0.5358333333333336,0.5822222222222224,0.5244444444444444,0.5436111111111112,0.5305555555555557,0.5633333333333335,0.543888888888889,0.5497222222222223
laplacian_score_t(0.1),0.5655555555555556,0.5044444444444444,0.5019444444444444,0.5244444444444445,0.5377777777777779,0.4691666666666666,0.5377777777777779,0.5444444444444444,0.5261111111111112,0.5630555555555555
laplacian_score_t(1),0.5647222222222223,0.5405555555555556,0.5477777777777778,0.5197222222222223,0.5169444444444443,0.5072222222222222,0.5386111111111113,0.5575,0.5697222222222222,0.5761111111111112
laplacian_score_t(10),0.5816666666666669,0.505,0.5419444444444445,0.5605555555555557,0.5283333333333332,0.5191666666666667,0.5886111111111115,0.5441666666666669,0.4977777777777777,0.5102777777777778
laplacian_score_t(100),0.5638888888888891,0.5316666666666666,0.5050000000000001,0.4972222222222222,0.5261111111111112,0.5302777777777778,0.5161111111111112,0.5444444444444445,0.53,0.4997222222222221
laplacian_score_t(1000),0.5241666666666666,0.4877777777777778,0.5533333333333333,0.5322222222222223,0.5636111111111112,0.4861111111111112,0.5108333333333334,0.4925,0.5055555555555555,0.5255555555555557
lsdf,0.7497222222222222,0.6827777777777778,0.6716666666666664,0.5722222222222222,0.5233333333333334,0.5572222222222223,0.5175000000000001,0.5066666666666666,0.5638888888888889,0.5238888888888888
LSFS_gama(0.001),0.5866666666666671,0.5452777777777778,0.5727777777777779,0.5458333333333334,0.5097222222222222,0.5477777777777777,0.5355555555555557,0.5211111111111111,0.5116666666666666,0.5049999999999999
LSFS_gama(0.01),0.5630555555555559,0.5425000000000001,0.5627777777777778,0.5622222222222224,0.5313888888888889,0.507222222222222,0.5136111111111112,0.5622222222222224,0.5380555555555555,0.5102777777777777
LSFS_gama(0.1),0.5516666666666666,0.5244444444444444,0.52,0.5872222222222226,0.5261111111111113,0.5800000000000002,0.5561111111111112,0.5369444444444444,0.5494444444444446,0.5377777777777779
LSFS_gama(1),0.6091666666666669,0.5711111111111112,0.5391666666666668,0.5508333333333336,0.5344444444444446,0.5875000000000002,0.4919444444444445,0.5305555555555556,0.5761111111111112,0.517222222222222
LSFS_gama(10),0.5333333333333334,0.5436111111111112,0.5133333333333335,0.575277777777778,0.5311111111111113,0.5572222222222224,0.5163888888888889,0.5511111111111111,0.5491666666666667,0.4799999999999999
LSFS_gama(100),0.5644444444444444,0.568888888888889,0.5275,0.5397222222222223,0.5405555555555556,0.5505555555555555,0.5555555555555556,0.5688888888888891,0.53,0.5375000000000001
LSFS_gama(1000),0.5655555555555558,0.5136111111111109,0.538611111111111,0.5541666666666668,0.5252777777777777,0.55,0.5494444444444445,0.548888888888889,0.5030555555555556,0.5224999999999997
PRPC,0.6933333333333332,0.6944444444444445,0.6830555555555555,0.5358333333333329,0.5858333333333331,0.5705555555555554,0.5536111111111115,0.5252777777777777,0.5583333333333333,0.5180555555555556
SSelect_theta(0.001)_namuda(0.0),0.7147222222222221,0.676666666666667,0.5911111111111113,0.6236111111111111,0.5419444444444445,0.5108333333333333,0.5555555555555556,0.5230555555555556,0.5241666666666667,0.5500000000000003
SSelect_theta(0.001)_namuda(0.1),0.7047222222222221,0.6744444444444446,0.5666666666666667,0.5825000000000001,0.5055555555555555,0.5313888888888889,0.523888888888889,0.5122222222222221,0.5444444444444446,0.5580555555555555
SSelect_theta(0.001)_namuda(0.2),0.6941666666666667,0.6744444444444446,0.5797222222222222,0.6302777777777778,0.5713888888888891,0.55,0.5833333333333335,0.5516666666666667,0.52,0.5591666666666668
SSelect_theta(0.001)_namuda(0.30000000000000004),0.6969444444444446,0.6677777777777781,0.5947222222222223,0.599722222222222,0.5433333333333334,0.5633333333333335,0.5205555555555555,0.513611111111111,0.5069444444444444,0.5247222222222223
SSelect_theta(0.001)_namuda(0.4),0.6822222222222224,0.6900000000000002,0.6119444444444444,0.6272222222222223,0.5191666666666666,0.5241666666666666,0.5375000000000001,0.5566666666666668,0.5180555555555556,0.5033333333333333
SSelect_theta(0.001)_namuda(0.5),0.6736111111111113,0.6847222222222225,0.5627777777777779,0.5813888888888891,0.5705555555555557,0.5752777777777779,0.5683333333333335,0.5019444444444443,0.5222222222222224,0.5747222222222225
SSelect_theta(0.001)_namuda(0.6000000000000001),0.6847222222222226,0.6888888888888891,0.6675,0.6358333333333333,0.5672222222222224,0.5444444444444445,0.5647222222222223,0.5311111111111111,0.5552777777777779,0.5500000000000002
SSelect_theta(0.001)_namuda(0.7000000000000001),0.7113888888888891,0.7047222222222225,0.5869444444444446,0.6216666666666666,0.543888888888889,0.5647222222222222,0.5763888888888891,0.5372222222222224,0.5522222222222223,0.5394444444444446
SSelect_theta(0.001)_namuda(0.8),0.695,0.6730555555555555,0.6352777777777777,0.6433333333333333,0.5305555555555556,0.4963888888888889,0.5808333333333336,0.5627777777777779,0.5616666666666666,0.5497222222222223
