index name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
LSFSObV,30.007592736837044,26.689595111061895,26.53513759346776,26.515008135526916,26.510155893138595,26.50809924351341,26.506584995284307,26.50515390117768,26.5038050640838,26.502585553528274,26.50152181288758,30.10305993765477,26.89445539011567,26.780948947417553,26.76946429366727,26.768137104526712,26.768376452404787,26.768683493032285,26.76878557090425,26.76869801936561,26.768489861848863,26.768222188446835,30.403600337855448,27.780117475299722,27.70740542625507,27.70642038416956,27.709844405775836,27.712646053605525,27.714557090341984,27.71574810980971,27.716420069868313,27.716741554329364,27.71684492747576,28.989484844970857,28.55625844527221,28.556607946628585,28.56305815103026,28.567292484839616,28.570039845325727,28.571865791880743,28.57309214007884,28.57391662997133,28.57446904776994,28.57483718353164,30.138046754829336,30.072930881227236,30.06514716257853,30.063881223427398,30.063962846026733,30.06423442581587,30.064453242467696,30.064594261636476,30.06467709661667,30.064723309091484,30.06474821968933,31.849644610364006,31.847290547763894,31.84595217644005,31.845233637594827,31.844840153506862,31.844621528282822,31.844498883990887,31.844429645079654,31.84439038990912,31.84436806895568,31.844355350307627,30.994474554304553,30.994474880573403,30.9944749361176,62.96548392982008,11.812093912965446,10.791422612115403,10.46591895623163,10.306552551326078,10.217003247219985,10.163849204400547,10.131365390465042,10.111255215149324,10.098802563523439,10.0908060003943,62.73566282406948,11.806757470915763,10.788984803857616,10.464453254451552,10.305582914714796,10.216335920889705,10.163380183545343,10.131031616952006,10.111020141014382,10.098635526739665,10.090686347712772,60.5303923267261,11.755468884955171,10.765482504262918,10.450285508671412,10.296222786420806,10.20992115883931,10.15889874632673,10.127870308779887,10.10881949860609,10.097096680759188,10.089603584810705,45.17590966225436,11.378969585941217,10.599415088540763,10.35430746072904,10.235649608795093,10.170882187532039,10.133877398507648,10.112586993467698,10.100425941300767,10.093142404799767,10.08869732318632,18.785988776116398,10.600068035560454,10.43988844140712,10.385736224011403,10.356999525503861,10.33973478811287,10.328919254381908,10.322431429365423,10.318565458173836,10.316242888639524,10.31486059017768,11.809091623578713,11.455877864202597,11.455456221241018,11.451968020852142,11.446898180565503,11.44403138403934,11.442577662394292,11.441795657065864,11.441343538405533,11.44106244011816,11.44087501776535,12.499955476891202,12.5159509813188,12.517956338631482,12.517733454288308,12.51764201972904,12.517699997310467,12.517798695689214,12.517891058318247,12.517965708044176,12.518022697896335,12.518063391627424
