index name,10,20,30,40,50,60,70,80,90,100
baseline,0.802470610089,0.802470610089,0.802470610089,0.802470610089,0.802470610089,0.802470610089,0.802470610089,0.802470610089,0.802470610089,0.802470610089
fisher_score,0.5777464788732395,0.6576760563380284,0.6534507042253519,0.6638028169014085,0.6574647887323944,0.7002112676056335,0.7283098591549296,0.7421830985915492,0.7423239436619719,0.7782394366197183
laplacian_score_t(0.001),0.5385915492957746,0.5741549295774648,0.6419718309859155,0.6656338028169013,0.7087323943661972,0.7469014084507042,0.7085915492957744,0.7485915492957745,0.7170422535211265,0.7130281690140845
laplacian_score_t(0.01),0.5502816901408449,0.5902816901408449,0.6220422535211266,0.6783098591549295,0.6989436619718314,0.7395070422535212,0.7138732394366195,0.7509154929577463,0.7179577464788731,0.7133802816901407
laplacian_score_t(0.1),0.5485915492957748,0.5958450704225352,0.6411971830985915,0.6798591549295775,0.7091549295774648,0.7430985915492958,0.7093661971830986,0.7501408450704227,0.7161971830985917,0.709154929577465
laplacian_score_t(1),0.5782394366197181,0.5950000000000003,0.6319014084507041,0.6679577464788733,0.6998591549295774,0.7493661971830983,0.7077464788732394,0.7524647887323944,0.7170422535211268,0.7097887323943662
laplacian_score_t(10),0.5601408450704226,0.575281690140845,0.6388732394366198,0.6727464788732395,0.6986619718309859,0.7371830985915495,0.7127464788732393,0.7485915492957748,0.7142957746478874,0.7102112676056338
laplacian_score_t(100),0.5402112676056338,0.577112676056338,0.6490140845070423,0.6938028169014087,0.6730281690140845,0.6733802816901409,0.6865492957746477,0.6972535211267605,0.7122535211267603,0.7131690140845071
laplacian_score_t(1000),0.533661971830986,0.583732394366197,0.6575352112676056,0.7052112676056339,0.6616901408450704,0.6788028169014083,0.6835211267605633,0.706338028169014,0.7065492957746478,0.7111971830985917
lsdf,0.5525352112676056,0.5811971830985915,0.5979577464788732,0.6195070422535209,0.6355633802816902,0.6527464788732396,0.6941549295774646,0.6811971830985913,0.6787323943661973,0.6726056338028171
LSFS_gama(0.001),0.5171126760563379,0.5699295774647887,0.5914788732394365,0.6200000000000001,0.6422535211267606,0.6761971830985917,0.6931690140845072,0.696830985915493,0.6906338028169015,0.7184507042253521
