index name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
SSelect_theta(100)_namuda(0.4),41,39,64,56,63,60,45,86,78,17,57,55,32,8,95,97,88,52,10,83,48,38,28,99,84,50,47,51,34,19,16,9,94,92,43,40,81,79,35,85,37,82,42,18,54,77,61,15,21,12,29,33,59,58,23,25,27,24,5,91,0,1,44,74,76,75,72,71,73,70,69,67,66,68,65,62,14,31,49,22,80,13,20,30,53,89,7,6,36,87,26,90,96,4,93,98,2,3,46,11
SSelect_theta(100)_namuda(0.5),41,39,64,56,63,60,86,78,17,57,55,32,8,95,97,88,52,10,83,38,28,99,84,50,47,51,45,19,16,9,94,92,43,40,81,79,35,85,37,82,42,18,54,77,61,15,21,12,29,33,59,58,23,25,27,24,5,91,0,1,44,74,76,75,72,71,73,70,69,67,66,68,65,62,31,48,49,22,80,13,20,30,53,89,7,6,36,87,26,90,96,4,93,98,2,3,46,34,11,14
SSelect_theta(100)_namuda(0.6000000000000001),41,39,64,56,63,60,45,86,78,17,57,55,32,8,95,97,88,52,10,83,38,28,99,90,84,50,47,51,19,16,9,94,92,43,40,81,79,35,85,37,82,42,18,54,77,61,15,21,12,29,33,59,58,23,25,27,24,5,91,0,1,44,74,76,75,72,71,73,70,69,67,66,68,65,62,31,48,49,22,80,13,20,30,53,89,7,6,36,87,26,96,4,93,98,2,3,46,34,11,14
SSelect_theta(100)_namuda(0.7000000000000001),41,39,64,56,63,60,45,86,78,17,57,55,32,8,95,97,88,52,83,38,28,84,50,47,51,34,19,16,9,94,92,43,40,81,79,35,85,37,82,42,18,54,77,61,15,21,12,29,33,59,58,23,25,27,24,5,91,0,1,44,74,76,75,72,71,73,70,69,67,66,68,65,62,10,31,48,49,22,80,13,20,30,53,89,7,6,36,87,26,99,90,96,4,93,98,2,3,46,11,14
SSelect_theta(100)_namuda(0.8),41,39,64,56,63,60,45,86,78,17,57,55,32,8,95,97,88,52,83,28,99,84,50,47,51,19,16,9,94,92,43,40,81,79,35,85,37,82,42,18,54,77,61,15,21,12,29,33,59,58,23,25,27,24,5,91,0,1,44,74,76,75,72,71,73,70,69,67,66,68,65,62,10,31,48,49,22,38,80,13,20,30,53,89,7,6,36,87,26,90,96,4,93,98,2,3,46,34,11,14
SSelect_theta(100)_namuda(0.9),41,39,64,56,63,60,45,86,78,17,57,55,32,8,95,97,88,52,10,83,48,38,28,99,84,50,47,51,34,19,16,9,94,92,43,40,81,79,35,85,37,82,42,18,54,77,61,15,21,12,29,33,59,58,23,25,27,24,5,91,0,1,44,74,76,75,72,71,73,70,69,67,66,68,65,62,14,31,49,22,80,13,20,30,53,89,7,6,36,87,26,90,96,4,93,98,2,3,46,11
SSelect_theta(100)_namuda(1.0),84,50,74,76,44,75,72,71,73,70,83,82,43,48,42,47,85,51,18,54,40,36,49,87,77,46,41,34,22,69,45,81,61,19,86,38,88,37,78,67,15,17,21,39,66,57,64,52,11,56,12,55,80,29,68,33,59,58,63,79,16,60,35,23,13,20,65,62,30,25,10,14,53,32,89,28,27,31,9,94,24,26,7,8,99,5,90,96,91,4,93,0,95,92,1,6,97,98,2,3
SSelect_theta(1000)_namuda(0.0),60,41,64,63,56,39,32,86,78,17,8,57,55,95,97,88,52,38,28,99,48,83,84,19,45,50,47,51,94,92,16,9,43,40,79,35,81,37,85,42,21,23,25,1,27,5,18,29,33,12,15,24,0,77,54,58,59,61,82,91,44,69,76,75,73,72,71,70,74,67,66,65,62,68,10,31,14,80,89,7,13,6,49,20,22,30,53,36,2,98,26,96,90,87,93,4,3,34,11,46
SSelect_theta(1000)_namuda(0.1),56,64,39,60,63,41,57,55,32,78,86,17,8,45,97,95,10,52,88,83,28,99,51,84,9,16,50,19,47,92,94,81,35,43,79,40,85,37,54,29,24,12,25,58,59,77,27,15,82,33,23,61,18,42,21,5,91,1,0,44,66,69,68,67,76,65,71,70,73,72,74,75,62,31,53,13,48,80,30,22,49,20,38,7,89,6,36,26,87,4,96,2,90,93,3,98,11,14,34,46
SSelect_theta(1000)_namuda(0.2),56,64,39,60,63,57,55,41,32,78,86,17,8,97,95,10,52,88,83,28,38,99,51,84,9,16,50,19,45,47,92,94,81,35,43,79,40,85,37,54,29,24,12,25,58,59,77,27,15,82,33,23,61,18,42,21,5,91,1,0,44,66,69,68,67,76,65,71,70,73,72,74,75,62,31,53,13,48,80,30,22,49,20,7,89,6,36,26,87,4,96,2,90,93,3,98,11,14,34,46
SSelect_theta(1000)_namuda(0.30000000000000004),56,57,55,64,39,60,63,41,32,78,86,17,8,97,95,10,52,88,83,28,38,99,51,84,9,16,50,19,45,47,92,94,81,35,43,79,40,85,37,54,29,24,12,25,58,59,77,27,15,82,33,23,61,18,42,21,5,91,1,0,44,66,69,68,67,76,65,71,70,73,72,74,75,62,31,53,13,48,80,30,22,49,20,7,89,6,36,26,87,4,96,2,90,93,3,98,11,14,34,46
SSelect_theta(1000)_namuda(0.4),56,57,55,64,39,60,32,63,78,41,86,17,8,97,95,10,52,88,83,28,38,99,51,84,9,16,50,19,45,47,92,94,81,35,43,79,40,85,37,54,29,24,12,25,58,59,77,27,15,82,33,23,61,18,42,21,5,91,1,0,44,66,69,68,67,76,65,71,70,73,72,74,75,62,31,14,53,13,48,80,30,22,49,20,7,89,6,36,26,87,4,96,2,90,93,3,98,11,34,46
SSelect_theta(1000)_namuda(0.5),56,57,55,64,39,60,32,78,63,86,17,8,41,45,97,95,10,52,88,83,28,38,99,51,84,9,16,50,19,47,92,94,81,35,43,79,40,85,37,54,29,24,12,25,58,59,77,27,15,82,33,23,61,18,42,21,5,91,1,0,66,44,69,68,67,76,65,71,70,73,72,74,75,62,31,14,53,13,48,80,30,22,49,20,7,89,6,36,26,87,4,96,2,90,93,3,98,11,34,46
SSelect_theta(1000)_namuda(0.6000000000000001),56,57,55,64,32,39,60,78,86,63,17,8,41,45,97,95,52,83,88,28,48,38,51,84,99,9,34,16,50,19,47,92,81,94,35,43,79,40,85,37,54,29,24,12,25,58,59,77,27,15,82,33,23,61,18,42,21,66,69,5,68,91,1,67,0,44,76,65,71,70,73,72,74,75,62,10,31,53,13,80,30,22,49,20,7,89,6,36,26,87,11,4,96,2,90,93,3,98,14,46
SSelect_theta(1000)_namuda(0.7000000000000001),56,57,55,32,64,39,78,60,86,17,8,63,10,41,97,95,52,83,28,48,88,51,84,38,9,34,16,99,50,19,45,47,81,35,92,43,94,79,40,85,37,54,29,24,12,25,58,59,77,27,66,15,82,33,69,68,23,67,61,18,42,21,44,76,65,5,91,71,1,70,73,0,72,74,75,62,31,14,53,13,80,30,22,49,20,7,89,6,36,11,26,87,4,96,2,90,93,3,98,46
SSelect_theta(1000)_namuda(0.8),56,57,55,32,64,78,39,60,86,17,8,63,52,41,83,97,28,95,51,84,88,9,34,38,16,50,81,19,45,35,99,47,43,79,89,92,40,85,94,37,54,29,24,12,66,25,58,59,69,68,77,27,67,15,82,33,23,76,61,65,18,42,71,21,70,73,10,72,44,74,75,5,91,1,0,62,31,53,13,48,80,30,22,49,20,7,6,36,11,26,87,14,4,96,46,2,90,93,3,98
SSelect_theta(1000)_namuda(0.9),56,57,55,10,32,83,78,64,52,39,60,86,51,28,17,8,45,63,84,41,9,81,34,16,35,97,50,88,19,38,85,95,43,47,79,40,99,37,92,94,54,29,24,66,12,69,68,67,25,58,59,77,27,15,82,53,76,65,71,33,70,31,73,72,23,61,74,18,42,75,21,44,62,5,91,1,0,13,48,80,30,22,49,20,7,89,6,36,11,14,26,87,46,4,96,2,90,93,3,98
SSelect_theta(1000)_namuda(1.0),54,53,10,56,66,57,55,29,11,69,24,68,83,31,67,51,12,13,52,28,25,84,58,81,59,32,76,85,65,48,35,71,9,80,77,70,30,27,78,73,14,22,64,15,72,34,82,39,16,33,60,74,43,86,37,49,75,50,36,17,20,8,19,23,79,46,44,26,61,40,45,18,42,63,21,38,62,47,87,88,41,7,5,89,6,91,1,97,99,92,4,96,0,2,90,93,3,95,94,98
