index name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79
LSFSObV,30.007592736837044,26.689595111061895,26.53513759346776,26.515008135526916,26.510155893138595,26.50809924351341,26.506584995284307,26.50515390117768,26.5038050640838,26.502585553528274,26.50152181288758,30.10305993765477,26.89445539011567,26.780948947417553,26.76946429366727,26.768137104526712,26.768376452404787,26.768683493032285,26.76878557090425,26.76869801936561,26.768489861848863,26.768222188446835,30.403600337855448,27.780117475299722,27.70740542625507,27.70642038416956,27.709844405775836,27.712646053605525,27.714557090341984,27.71574810980971,27.716420069868313,27.716741554329364,27.71684492747576,28.989484844970857,28.55625844527221,28.556607946628585,28.56305815103026,28.567292484839616,28.570039845325727,28.571865791880743,28.57309214007884,28.57391662997133,28.57446904776994,28.57483718353164,30.138046754829336,30.072930881227236,30.06514716257853,30.063881223427398,30.063962846026733,30.06423442581587,30.064453242467696,30.064594261636476,30.06467709661667,30.064723309091484,30.06474821968933,31.849644610364006,31.847290547763894,31.84595217644005,31.845233637594827,31.844840153506862,31.844621528282822,31.844498883990887,31.844429645079654,31.84439038990912,31.84436806895568,31.844355350307627,30.994474554304553,30.994474880573403,30.9944749361176,62.96548392982008,11.812093912965446,10.791422612115403,10.46591895623163,10.306552551326078,10.217003247219985,10.163849204400547,10.131365390465042,10.111255215149324,10.098802563523439,10.0908060003943
