index name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
LSFSObVChange,0.12431802026101012,0.005820867408358897,0.0007591722332482433,0.0001830333404254507,7.758570715659763e-05,5.712724703588494e-05,5.3993050255833853e-05,5.089220550109586e-05,4.6014776673869204e-05,4.013885120268274e-05,0.11964026687739347,0.1193035702339723,0.004238327884533854,0.0004290206790951878,4.9580930319310706e-05,8.941441723255251e-06,1.1470142996652122e-05,3.8133172569425125e-06,3.270668546442275e-06,7.776214415511733e-06,9.999670510203202e-06,0.11957064653564113,0.09443742867136384,0.0026242821341816982,3.555284558062285e-05,0.00012356697338802668,0.00010109636677309948,6.895425859520386e-05,4.297266171588731e-05,2.4244114388146813e-05,1.1598926966946701e-05,3.7296144877003806e-06,0.043900052874374484,0.015170979087786347,1.2238896056150019e-05,0.00022582331232066534,0.00014822314055854113,9.616229102182893e-05,6.390715147257789e-05,4.291968793867514e-05,2.8854633516565947e-05,1.9332565644140777e-05,1.2883214673540986e-05,0.05186831064449152,0.002165265296531094,0.000258895078963554,4.210830736470436e-05,2.7149647487741397e-06,9.03331797141317e-06,7.278251497294297e-06,4.690539561332681e-06,2.7552260058551243e-06,1.5370996213353254e-06,8.285649913169727e-07,0.05604132832596386,7.391720173437042e-05,4.20264188185722e-05,2.2563465961677826e-05,1.2356290251995593e-05,6.865373603066798e-06,3.851349408305649e-06,2.1742864295413865e-06,1.2327185433275393e-06,7.009388093127651e-07,3.9940039340820846e-07,0.027420396965079096,1.0526677784232836e-08,1.7920677375041718e-09
