index name,5,10,15,20,25,30,35,40
baseline,0.8662741082100001,0.8662741082100001,0.8662741082100001,0.8662741082100001,0.8662741082100001,0.8662741082100001,0.8662741082100001,0.8662741082100001
fisher_score,0.8315596330275222,0.7623853211009171,0.8526605504587158,0.8216513761467891,0.8064220183486239,0.8150458715596333,0.7741284403669727,0.8267889908256879
laplacian_score_t(0.001),0.7196330275229357,0.8359633027522932,0.7675229357798166,0.8190825688073395,0.8177981651376146,0.8078899082568806,0.7994495412844036,0.8001834862385324
laplacian_score_t(0.01),0.8266055045871559,0.7609174311926604,0.8192660550458719,0.7680733944954129,0.8455045871559633,0.8091743119266056,0.7829357798165136,0.7911926605504592
laplacian_score_t(0.1),0.7790825688073391,0.8352293577981647,0.8223853211009176,0.7974311926605508,0.8222018348623853,0.8277064220183488,0.8020183486238533,0.8000000000000002
laplacian_score_t(1),0.8278899082568801,0.8045871559633025,0.8387155963302755,0.7961467889908259,0.8462385321100918,0.8222018348623853,0.8304587155963303,0.8526605504587159
laplacian_score_t(10),0.7618348623853208,0.848990825688073,0.8341284403669725,0.8067889908256879,0.7554128440366975,0.8117431192660551,0.7902752293577981,0.7858715596330278
laplacian_score_t(100),0.8260550458715591,0.7970642201834863,0.8222018348623851,0.8119266055045871,0.8247706422018349,0.7387155963302753,0.7566972477064222,0.8238532110091745
laplacian_score_t(1000),0.8223853211009171,0.8405504587155959,0.8460550458715598,0.7423853211009175,0.8067889908256882,0.7935779816513763,0.8377981651376145,0.8350458715596328
lsdf,0.8622018348623846,0.8067889908256883,0.7845871559633026,0.8282568807339449,0.8027522935779815,0.7807339449541282,0.7407339449541284,0.8163302752293575
LSFS_gama(0.001),0.7486238532110092,0.8554128440366968,0.7913761467889909,0.7842201834862387,0.8231192660550463,0.8022018348623854,0.8018348623853213,0.8005504587155963
LSFS_gama(0.01),0.8339449541284398,0.7711926605504589,0.7924770642201834,0.78348623853211,0.7924770642201837,0.8051376146788992,0.8086238532110088,0.8368807339449543
LSFS_gama(0.1),0.8161467889908252,0.8376146788990824,0.7688073394495415,0.7847706422018349,0.7891743119266056,0.7930275229357799,0.8341284403669724,0.8194495412844041
LSFS_gama(1),0.7649541284403667,0.7985321100917429,0.82348623853211,0.7944954128440365,0.8018348623853211,0.8326605504587158,0.8177981651376145,0.8177981651376147
LSFS_gama(10),0.8168807339449536,0.8161467889908259,0.8310091743119269,0.8051376146788995,0.7985321100917432,0.8075229357798169,0.8091743119266056,0.8056880733944957
LSFS_gama(100),0.7315596330275227,0.7805504587155963,0.8464220183486241,0.8231192660550463,0.8519266055045871,0.8163302752293582,0.82348623853211,0.8088073394495414
LSFS_gama(1000),0.8891743119266046,0.8244036697247705,0.8649541284403671,0.7908256880733947,0.8510091743119268,0.7908256880733948,0.8188990825688073,0.8245871559633029
PRPC,0.8486238532110086,0.7433027522935777,0.7526605504587158,0.7666055045871558,0.8284403669724774,0.7532110091743119,0.7937614678899082,0.7811009174311927
SSelect_theta(0.001)_namuda(0.0),0.8311926605504583,0.8669724770642194,0.7957798165137616,0.8814678899082571,0.7600000000000002,0.8245871559633028,0.7840366972477064,0.8401834862385319
SSelect_theta(0.001)_namuda(0.1),0.8311926605504582,0.8154128440366967,0.8267889908256882,0.8203669724770645,0.8000000000000003,0.7827522935779814,0.7588990825688074,0.8559633027522935
SSelect_theta(0.001)_namuda(0.2),0.8137614678899078,0.8469724770642196,0.8110091743119265,0.8543119266055048,0.7464220183486241,0.7522935779816513,0.7864220183486236,0.8361467889908256
SSelect_theta(0.001)_namuda(0.30000000000000004),0.8137614678899078,0.8667889908256874,0.8124770642201834,0.8242201834862386,0.8352293577981652,0.7924770642201834,0.8064220183486239,0.8282568807339449
SSelect_theta(0.001)_namuda(0.4),0.8311926605504582,0.8671559633027516,0.8119266055045873,0.8225688073394495,0.7596330275229358,0.7766972477064222,0.7864220183486239,0.818165137614679
