index name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
LSFSObV,30.007592736837044,26.689595111061895,26.53513759346776,26.515008135526916,26.510155893138595,26.50809924351341,26.506584995284307,26.50515390117768,26.5038050640838,26.502585553528274,26.50152181288758,30.10305993765477,26.89445539011567,26.780948947417553,26.76946429366727,26.768137104526712,26.768376452404787,26.768683493032285,26.76878557090425,26.76869801936561,26.768489861848863,26.768222188446835,30.403600337855448,27.780117475299722,27.70740542625507,27.70642038416956,27.709844405775836,27.712646053605525,27.714557090341984,27.71574810980971,27.716420069868313,27.716741554329364,27.71684492747576
