index name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
LSFSObVChange,0.12431802026101012,0.005820867408358897,0.0007591722332482433,0.0001830333404254507,7.758570715659763e-05,5.712724703588494e-05,5.3993050255833853e-05,5.089220550109586e-05,4.6014776673869204e-05,4.013885120268274e-05,0.11964026687739347,0.1193035702339723,0.004238327884533854,0.0004290206790951878,4.9580930319310706e-05,8.941441723255251e-06,1.1470142996652122e-05,3.8133172569425125e-06,3.270668546442275e-06,7.776214415511733e-06,9.999670510203202e-06,0.11957064653564113,0.09443742867136384,0.0026242821341816982,3.555284558062285e-05,0.00012356697338802668,0.00010109636677309948,6.895425859520386e-05,4.297266171588731e-05,2.4244114388146813e-05,1.1598926966946701e-05,3.7296144877003806e-06
