index name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
SSelect_theta(0.01)_namuda(0.1),25,65,67,68,69,70,71,26,27,24,23,28,29,18,66,35,33,32,34,39,15,14,17,13,16,36,37,38,30,31,40,41,42,43,99,45,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,44,49,46,87,78,79,80,81,82,83,84,85,86,88,47,89,90,91,92,93,94,95,96,97,77,76,75,74,48,98,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,72,73,0
SSelect_theta(0.01)_namuda(0.2),25,65,67,68,69,70,71,26,27,24,23,28,29,18,66,35,33,32,34,39,15,14,17,13,16,36,37,38,30,31,40,41,42,43,99,45,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,44,49,46,87,78,79,80,81,82,83,84,85,86,88,47,89,90,91,92,93,94,95,96,97,77,76,75,74,48,98,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,72,73,0
SSelect_theta(0.01)_namuda(0.30000000000000004),25,65,67,68,69,70,71,26,27,24,23,28,29,18,66,35,33,32,34,39,15,14,17,13,16,36,37,38,30,31,40,41,42,43,99,45,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,44,49,46,87,78,79,80,81,82,83,84,85,86,88,47,89,90,91,92,93,94,95,96,97,77,76,75,74,48,98,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,72,73,0
SSelect_theta(0.01)_namuda(0.4),25,65,67,68,69,70,71,26,27,24,23,28,29,18,66,35,33,32,34,39,15,14,17,13,16,36,37,38,30,31,40,41,42,43,99,45,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,44,49,46,87,78,79,80,81,82,83,84,85,86,88,47,89,90,91,92,93,94,95,96,97,77,76,75,74,48,98,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,72,73,0
SSelect_theta(0.01)_namuda(0.5),25,65,67,68,69,70,71,26,27,24,23,28,29,18,66,35,33,32,34,39,15,14,17,13,16,36,37,38,30,31,40,41,42,43,99,45,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,44,49,46,87,78,79,80,81,82,83,84,85,86,88,47,89,90,91,92,93,94,95,96,97,77,76,75,74,48,98,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,72,73,0
SSelect_theta(0.01)_namuda(0.6000000000000001),25,65,67,68,69,70,71,26,27,24,23,28,29,18,66,35,33,32,34,39,15,14,17,13,16,36,37,38,30,31,40,41,42,43,99,45,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,44,49,46,87,78,79,80,81,82,83,84,85,86,88,47,89,90,91,92,93,94,95,96,97,77,76,75,74,48,98,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,72,73,0
SSelect_theta(0.01)_namuda(0.7000000000000001),25,65,67,68,69,70,71,26,27,24,23,28,29,18,66,35,33,32,34,39,15,14,17,13,16,36,37,38,30,31,40,41,42,43,99,45,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,44,49,46,87,78,79,80,81,82,83,84,85,86,88,47,89,90,91,92,93,94,95,96,97,77,76,75,74,48,98,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,72,73,0
SSelect_theta(0.01)_namuda(0.8),25,65,67,68,69,70,71,26,27,24,23,28,29,18,66,35,33,32,34,39,15,14,17,13,16,36,37,38,30,31,40,41,42,43,99,45,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,44,49,46,87,78,79,80,81,82,83,84,85,86,88,47,89,90,91,92,93,94,95,96,97,77,76,75,74,48,98,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,72,73,0
SSelect_theta(0.01)_namuda(0.9),25,65,67,68,69,70,71,26,27,24,23,28,29,18,66,35,33,32,34,39,15,14,17,13,16,36,37,38,30,31,40,41,42,43,99,45,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,44,49,46,87,78,79,80,81,82,83,84,85,86,88,47,89,90,91,92,93,94,95,96,97,77,76,75,74,48,98,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,72,73,0
SSelect_theta(0.01)_namuda(1.0),54,53,52,51,55,56,57,50,58,49,59,48,60,47,17,16,18,15,19,14,13,20,12,11,10,9,8,7,6,5,21,4,3,2,1,0,22,99,98,97,96,95,94,23,93,92,91,24,90,89,25,88,26,87,86,27,85,28,84,29,61,83,30,82,31,46,81,32,33,80,34,79,35,78,45,36,77,37,38,44,76,39,40,43,41,42,75,62,74,73,72,71,63,70,69,64,68,65,67,66
SSelect_theta(0.1)_namuda(0.0),25,65,67,68,69,70,71,26,27,24,23,28,29,18,66,35,33,32,34,39,15,14,17,13,16,36,37,38,30,31,40,41,42,43,99,45,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,44,49,46,87,78,79,80,81,82,83,84,85,86,88,47,89,90,91,92,93,94,95,96,97,77,76,75,74,48,98,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,72,73,0
SSelect_theta(0.1)_namuda(0.1),25,65,67,68,69,70,71,26,27,24,23,28,29,18,66,35,33,32,34,39,15,14,17,13,16,36,37,38,30,31,40,41,42,43,99,45,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,44,49,46,87,78,79,80,81,82,83,84,85,86,88,47,89,90,91,92,93,94,95,96,97,77,76,75,74,48,98,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,72,73,0
SSelect_theta(0.1)_namuda(0.2),26,27,66,67,68,69,70,71,28,25,24,23,29,32,18,65,34,33,35,15,39,14,16,13,17,37,38,36,30,31,54,40,41,42,43,99,45,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,44,49,46,77,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,78,76,47,75,48,98,50,51,52,53,55,56,57,58,59,60,61,62,63,64,72,73,74,0
SSelect_theta(0.1)_namuda(0.30000000000000004),26,27,66,67,68,69,70,71,28,25,24,23,29,32,18,65,34,33,35,15,39,14,16,13,17,37,38,36,30,31,54,40,41,42,43,99,45,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,44,49,46,77,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,78,76,47,75,48,98,50,51,52,53,55,56,57,58,59,60,61,62,63,64,72,73,74,0
SSelect_theta(0.1)_namuda(0.4),26,27,66,67,68,69,70,71,28,25,24,23,29,32,18,65,34,33,35,15,39,14,16,13,17,37,38,36,30,31,54,53,40,41,42,99,44,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,43,49,45,77,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,78,76,46,75,47,48,98,50,51,52,55,56,57,58,59,60,61,62,63,64,72,73,74,0
SSelect_theta(0.1)_namuda(0.5),71,26,34,33,32,23,24,25,70,29,69,68,67,66,65,27,18,28,35,16,39,15,17,13,14,36,37,38,31,30,54,53,55,51,52,40,41,99,43,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,42,49,44,88,80,81,82,83,84,85,86,87,89,78,90,91,92,93,94,95,96,97,79,77,45,59,46,47,48,98,50,56,57,58,60,76,61,62,63,64,72,73,74,75,0
SSelect_theta(0.1)_namuda(0.6000000000000001),71,26,34,33,32,23,24,25,70,29,69,68,67,66,65,27,18,28,35,16,15,39,17,13,14,36,37,38,31,30,54,53,55,56,51,52,40,99,42,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,41,49,43,88,80,81,82,83,84,85,86,87,89,78,90,91,92,93,94,95,96,97,79,77,44,59,45,46,47,48,98,50,57,58,60,76,61,62,63,64,72,73,74,75,0
SSelect_theta(0.1)_namuda(0.7000000000000001),71,33,28,27,65,66,67,68,69,70,26,25,24,23,32,18,29,35,34,13,39,16,15,14,17,36,37,38,31,30,54,53,55,57,51,50,56,52,99,41,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,40,49,42,88,80,81,82,83,84,85,86,87,89,43,90,91,92,93,94,95,96,97,79,78,77,76,44,45,46,47,48,98,58,59,60,61,62,63,64,72,73,74,75,0
SSelect_theta(0.1)_namuda(0.8),70,66,24,25,26,71,69,68,67,65,18,27,28,29,32,33,34,35,23,39,17,16,15,14,13,38,37,36,31,30,54,53,52,55,56,51,48,50,58,57,49,59,20,21,22,40,1,2,3,12,4,11,10,9,8,7,6,5,19,99,41,42,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,80,79,78,61,43,44,45,46,47,98,60,62,77,63,64,72,73,74,75,76,0
SSelect_theta(0.1)_namuda(0.9),25,18,24,23,35,34,33,32,29,28,27,26,70,69,68,71,66,65,67,15,16,17,14,13,39,36,37,38,30,31,54,53,52,51,55,57,50,56,59,58,49,7,21,8,9,10,11,12,19,20,6,5,4,3,2,1,22,99,78,79,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,80,0,61,98,76,43,44,45,46,47,48,77,60,42,40,62,63,64,72,73,74,75,41
SSelect_theta(0.1)_namuda(1.0),54,53,52,51,55,56,57,50,58,49,59,48,60,18,17,19,16,47,15,20,14,13,21,12,11,10,9,8,0,1,7,2,3,6,4,5,22,99,98,97,96,95,23,94,83,93,92,24,91,90,25,84,89,26,88,85,87,86,27,28,82,29,61,30,81,46,31,32,80,33,34,79,35,78,45,36,77,37,38,44,39,76,43,40,41,42,75,62,74,73,72,71,63,70,69,64,68,65,67,66
SSelect_theta(1)_namuda(0.0),25,65,67,68,69,70,71,26,27,24,23,28,29,18,66,35,33,32,34,39,15,14,17,13,16,36,37,38,30,31,40,41,42,43,99,45,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,44,49,46,87,78,79,80,81,82,83,84,85,86,88,47,89,90,91,92,93,94,95,96,97,77,76,75,74,48,98,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,72,73,0
SSelect_theta(1)_namuda(0.1),18,32,33,35,27,34,23,28,68,69,26,29,24,71,70,67,25,66,65,16,17,39,15,14,13,37,38,36,31,30,43,49,44,41,82,52,42,84,50,83,59,48,51,19,45,85,40,53,58,47,56,20,46,81,55,60,57,54,79,12,80,77,11,9,61,86,78,10,21,76,22,62,87,8,75,88,74,63,72,73,7,89,64,6,90,5,91,4,92,93,3,99,98,97,94,96,2,95,0,1
SSelect_theta(1)_namuda(0.2),18,32,33,35,27,34,23,28,68,69,26,29,24,71,70,67,25,66,65,16,17,39,15,14,13,37,38,36,31,30,43,49,44,41,82,52,42,84,50,83,59,48,51,19,45,85,40,53,58,47,56,20,46,81,55,60,57,54,79,12,80,77,11,9,61,86,78,10,21,76,22,62,87,8,75,88,74,63,72,73,7,89,64,6,90,5,91,4,92,93,3,99,98,97,94,96,2,95,0,1
SSelect_theta(1)_namuda(0.30000000000000004),18,32,33,35,27,34,23,28,68,69,26,29,24,71,70,67,25,66,65,16,17,39,15,14,13,37,38,36,31,30,43,49,44,41,82,52,42,84,50,83,59,48,51,19,45,85,40,53,58,47,56,20,46,81,55,60,57,54,79,12,80,77,11,9,61,86,78,10,21,76,22,62,87,8,75,88,74,63,72,73,7,89,64,6,90,5,91,4,92,93,3,99,98,97,94,96,2,95,0,1
SSelect_theta(1)_namuda(0.4),18,32,33,35,27,34,23,28,68,69,26,29,24,71,70,67,25,66,65,16,17,39,15,14,13,37,38,36,31,30,43,49,44,41,82,52,42,84,50,83,59,48,51,19,45,85,40,53,58,47,56,20,46,81,55,60,57,54,79,12,80,77,11,9,61,86,78,10,21,76,22,62,87,8,75,88,74,63,72,73,7,89,64,6,90,5,91,4,92,93,3,99,98,97,94,96,2,95,0,1
SSelect_theta(1)_namuda(0.5),18,32,33,35,27,34,23,28,68,69,26,29,24,71,70,67,25,66,65,16,17,39,15,14,13,37,38,36,31,30,43,49,44,41,82,52,42,84,50,83,59,48,51,19,45,85,40,53,58,47,56,20,46,81,55,60,57,54,79,12,80,77,11,9,61,86,78,10,21,76,22,62,87,8,75,88,74,63,72,73,7,89,64,6,90,5,91,4,92,93,3,99,98,97,94,96,2,95,0,1
SSelect_theta(1)_namuda(0.6000000000000001),18,32,33,35,27,34,23,28,68,69,26,29,24,71,70,67,25,66,65,16,17,39,15,14,13,37,38,36,31,30,43,49,44,41,82,52,42,84,50,83,59,48,51,19,45,85,40,53,58,47,56,20,46,81,55,60,57,54,79,12,80,77,11,9,61,86,78,10,21,76,22,62,87,8,75,88,74,63,72,73,7,89,64,6,90,5,91,4,92,93,3,99,98,97,94,96,2,95,0,1
SSelect_theta(1)_namuda(0.7000000000000001),18,32,33,35,27,34,23,28,68,69,26,29,24,71,70,67,25,66,65,16,17,39,15,14,37,38,36,31,30,43,49,44,41,82,52,42,84,50,83,59,48,51,19,45,85,40,53,58,47,56,20,46,81,55,60,57,54,79,12,80,77,11,9,61,86,78,10,21,13,76,22,62,87,8,75,88,74,63,72,73,7,89,64,6,90,5,91,4,92,93,3,99,98,97,94,96,2,95,0,1
SSelect_theta(1)_namuda(0.8),18,32,33,35,27,34,23,28,68,69,26,29,24,71,70,67,25,66,65,16,17,39,15,14,13,37,38,36,31,30,43,49,44,41,82,52,42,84,50,83,59,48,51,19,45,85,40,53,58,47,56,20,46,81,55,60,57,54,79,12,80,77,11,9,61,86,78,10,21,76,22,62,87,8,75,88,74,63,72,73,7,89,64,6,90,5,91,4,92,93,3,99,98,97,94,96,2,95,0,1
SSelect_theta(1)_namuda(0.9),18,32,33,35,27,34,23,28,68,69,26,29,24,71,70,67,25,66,65,16,17,39,15,14,13,37,38,36,31,30,43,49,44,41,82,52,42,84,50,83,59,48,51,19,45,85,40,53,58,47,56,20,46,81,55,60,57,54,79,12,80,77,11,9,61,86,78,10,21,76,22,62,87,8,75,88,74,63,72,73,7,89,64,6,90,5,91,4,92,93,3,99,98,97,94,96,2,95,0,1
SSelect_theta(1)_namuda(1.0),43,49,44,41,82,52,42,84,50,83,59,48,18,51,37,19,16,45,85,40,53,58,47,38,56,20,17,46,81,55,60,39,57,54,36,79,12,80,15,77,11,9,61,86,78,32,14,10,21,33,13,35,76,27,34,22,62,87,31,23,8,28,30,75,88,68,69,26,29,24,71,70,67,25,74,63,72,73,7,89,66,65,64,6,90,5,91,4,92,93,3,99,98,97,94,96,2,95,0,1
SSelect_theta(10)_namuda(0.0),25,65,67,68,69,70,71,26,27,24,23,28,29,18,66,35,33,32,34,39,15,14,17,13,16,36,37,38,30,31,40,41,42,43,99,45,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,44,49,46,87,78,79,80,81,82,83,84,85,86,88,47,89,90,91,92,93,94,95,96,97,77,76,75,74,48,98,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,72,73,0
SSelect_theta(10)_namuda(0.1),68,69,70,71,35,67,34,29,32,33,18,66,65,28,27,26,25,24,23,39,16,17,15,14,13,38,36,37,30,31,51,50,52,49,48,53,42,54,41,47,40,74,73,44,43,45,55,46,72,9,75,11,88,10,77,76,56,19,87,78,59,12,20,57,83,86,84,58,8,89,85,79,82,64,60,80,81,63,62,21,61,90,22,7,91,6,92,5,93,4,94,95,3,96,2,97,98,99,1,0
SSelect_theta(10)_namuda(0.2),68,69,70,71,35,67,34,29,32,33,18,66,65,28,27,26,25,24,23,39,16,17,15,14,13,38,36,37,30,31,51,50,52,49,48,53,42,54,41,47,40,74,73,44,43,45,55,46,72,9,75,11,88,10,77,76,56,19,87,78,59,12,20,57,83,86,84,58,8,89,85,79,82,64,60,80,81,63,62,21,61,90,22,7,91,6,92,5,93,4,94,95,3,96,2,97,98,99,1,0
SSelect_theta(10)_namuda(0.30000000000000004),68,69,70,71,35,67,34,29,32,33,18,66,65,28,27,26,25,24,23,39,16,17,15,14,13,38,36,37,30,31,51,50,52,49,48,53,42,54,41,47,40,74,73,44,43,45,55,46,72,9,75,11,88,10,77,76,56,19,87,78,59,12,20,57,83,86,84,58,8,89,85,79,82,64,60,80,81,63,62,21,61,90,22,7,91,6,92,5,93,4,94,95,3,96,2,97,98,99,1,0
SSelect_theta(10)_namuda(0.4),68,69,70,71,35,67,34,29,32,33,18,66,65,28,27,26,25,24,23,39,16,17,15,14,13,38,36,37,30,31,51,50,52,49,48,53,42,54,41,47,40,74,73,44,43,45,55,46,72,9,75,11,88,10,77,76,56,19,87,78,59,12,20,57,83,86,84,58,8,89,85,79,82,64,60,80,81,63,62,21,61,90,22,7,91,6,92,5,93,4,94,95,3,96,2,97,98,99,1,0
SSelect_theta(10)_namuda(0.5),68,69,70,71,35,67,34,29,32,33,18,66,65,28,27,26,25,24,23,39,16,17,15,14,13,38,36,37,30,31,51,50,52,49,48,53,42,54,41,47,40,74,73,44,43,45,55,46,72,9,75,11,88,10,77,76,56,19,87,78,59,12,20,57,83,86,84,58,8,89,85,79,82,64,60,80,81,63,62,21,61,90,22,7,91,6,92,5,93,4,94,95,3,96,2,97,98,99,1,0
SSelect_theta(10)_namuda(0.6000000000000001),68,69,70,71,35,67,34,29,32,33,18,66,65,28,27,26,25,24,23,39,16,17,15,14,13,38,36,37,30,31,51,50,52,49,48,53,42,54,41,47,40,74,73,44,43,45,55,46,72,9,75,11,88,10,77,76,56,19,87,78,59,12,20,57,83,86,84,58,8,89,85,79,82,64,60,80,81,63,62,21,61,90,22,7,91,6,92,5,93,4,94,95,3,96,2,97,98,99,1,0
SSelect_theta(10)_namuda(0.7000000000000001),68,69,70,71,35,67,34,29,32,33,18,66,65,28,27,26,25,24,23,39,16,17,15,14,13,38,36,37,30,31,51,50,52,49,48,53,42,54,41,47,40,74,73,44,43,45,55,46,72,9,75,11,88,10,77,76,56,19,87,78,59,12,20,57,83,86,84,58,8,89,85,79,82,64,60,80,81,63,62,21,61,90,22,7,91,6,92,5,93,4,94,95,3,96,2,97,98,99,1,0
SSelect_theta(10)_namuda(0.8),68,69,70,71,35,67,34,29,32,33,18,66,65,28,27,26,25,24,23,39,16,17,15,14,13,38,36,37,30,31,51,50,52,49,48,53,42,54,41,47,40,74,73,44,43,45,55,46,72,9,75,11,88,10,77,76,56,19,87,78,59,12,20,57,83,86,84,58,8,89,85,79,82,64,60,80,81,63,62,21,61,90,22,7,91,6,92,5,93,4,94,95,3,96,2,97,98,99,1,0
SSelect_theta(10)_namuda(0.9),68,69,70,71,35,67,34,29,32,33,18,66,65,28,27,26,25,24,23,39,16,17,15,14,13,38,36,37,30,31,51,50,52,49,48,53,42,54,41,47,40,74,73,44,43,45,55,46,72,9,75,11,88,10,77,76,56,19,87,78,59,12,20,57,83,86,84,58,8,89,85,79,82,64,60,80,81,63,62,21,61,90,22,7,91,6,92,5,93,4,94,95,3,96,2,97,98,99,1,0
SSelect_theta(10)_namuda(1.0),51,50,52,49,48,53,39,68,69,42,54,41,47,40,74,73,70,44,43,45,38,36,55,46,71,35,72,37,9,75,11,88,10,67,77,76,56,16,34,29,19,17,32,87,33,78,59,18,30,31,12,20,15,66,57,83,86,84,58,65,28,8,89,85,79,82,64,14,60,13,80,81,27,63,62,21,61,26,90,25,24,22,7,23,91,6,92,5,93,4,94,95,3,96,2,97,98,99,1,0
SSelect_theta(100)_namuda(0.0),25,65,67,68,69,70,71,26,27,24,23,28,29,18,66,35,33,32,34,39,15,14,17,13,16,36,37,38,30,31,40,41,42,43,99,45,22,1,2,3,4,5,6,7,8,9,10,11,12,19,20,21,44,49,46,87,78,79,80,81,82,83,84,85,86,88,47,89,90,91,92,93,94,95,96,97,77,76,75,74,48,98,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,72,73,0
SSelect_theta(100)_namuda(0.1),71,18,70,69,65,68,67,66,23,25,24,28,26,29,35,27,34,33,32,17,16,15,14,13,39,38,36,37,31,30,81,78,76,20,77,73,83,80,53,82,75,49,72,74,79,19,54,64,84,50,85,63,52,55,51,21,57,56,87,88,86,48,44,45,58,22,43,12,11,60,62,42,46,47,59,61,10,41,89,9,40,90,8,91,7,92,6,5,93,4,94,3,0,99,2,1,95,98,97,96
SSelect_theta(100)_namuda(0.2),71,18,70,69,65,68,67,66,23,25,24,28,26,29,35,27,34,33,32,17,16,15,14,13,39,38,36,37,31,30,81,78,76,20,77,73,83,80,53,82,75,49,72,74,79,19,54,64,84,50,85,63,52,55,51,21,57,56,87,88,86,48,44,45,58,22,43,12,11,60,62,42,46,47,59,61,10,41,89,9,40,90,8,91,7,92,6,5,93,4,94,3,0,99,2,1,95,98,97,96
SSelect_theta(100)_namuda(0.30000000000000004),71,18,70,69,65,68,67,66,23,25,24,28,26,29,35,27,34,33,32,17,16,15,14,13,39,38,36,37,31,30,81,78,76,20,77,73,83,80,53,82,75,49,72,74,79,19,54,64,84,50,85,63,52,55,51,21,57,56,87,88,86,48,44,45,58,22,43,12,11,60,62,42,46,47,59,61,10,41,89,9,40,90,8,91,7,92,6,5,93,4,94,3,0,99,2,1,95,98,97,96
SSelect_theta(100)_namuda(0.4),71,18,70,69,65,68,67,66,23,25,24,28,26,29,35,27,34,33,32,17,16,15,14,13,39,38,36,37,31,30,81,78,76,20,77,73,83,80,53,82,75,49,72,74,79,19,54,64,84,50,85,63,52,55,51,21,57,56,87,88,86,48,44,45,58,22,43,12,11,60,62,42,46,47,59,61,10,41,89,9,40,90,8,91,7,92,6,5,93,4,94,3,0,99,2,1,95,98,97,96
SSelect_theta(100)_namuda(0.5),71,18,70,69,65,68,67,66,23,25,24,28,26,29,35,27,34,33,32,17,16,15,14,13,39,38,36,37,31,30,81,78,76,20,77,73,83,80,53,82,75,49,72,74,79,19,54,64,84,50,85,63,52,55,51,21,57,56,87,88,86,48,44,45,58,22,43,12,11,60,62,42,46,47,59,61,10,41,89,9,40,90,8,91,7,92,6,5,93,4,94,3,0,99,2,1,95,98,97,96
