index name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
LSFSObV,30.007592736837044,26.689595111061895,26.53513759346776,26.515008135526916,26.510155893138595,26.50809924351341,26.506584995284307,26.50515390117768,26.5038050640838,26.502585553528274,26.50152181288758,30.10305993765477,26.89445539011567,26.780948947417553,26.76946429366727,26.768137104526712,26.768376452404787,26.768683493032285,26.76878557090425,26.76869801936561,26.768489861848863,26.768222188446835
